266;Aatrox;the Darkin Blade;Aatrox.png;Once honored defenders of Shurima against the Void, Aatrox and his brethren would eventually become an even greater threat to Runeterra, and were defeated only by cunning mortal sorcery. But after centuries of imprisonment, Aatrox was the first to find...;[Fighter];[8,4,3,4]
103;Ahri;the Nine-Tailed Fox;Ahri.png;Innately connected to the magic of the spirit realm, Ahri is a fox-like vastaya who can manipulate her prey's emotions and consume their essence—receiving flashes of their memory and insight from each soul she consumes. Once a powerful yet wayward...;[Mage,Assassin];[3,4,8,5]
84;Akali;the Rogue Assassin;Akali.png;Abandoning the Kinkou Order and her title of the Fist of Shadow, Akali now strikes alone, ready to be the deadly weapon her people need. Though she holds onto all she learned from her master Shen, she has pledged to defend Ionia from its enemies, one...;[Assassin];[5,3,8,7]
166;Akshan;the Rogue Sentinel;Akshan.png;Raising an eyebrow in the face of danger, Akshan fights evil with dashing charisma, righteous vengeance, and a conspicuous lack of shirts. He is highly skilled in the art of stealth combat, able to evade the eyes of his enemies and reappear when they...;[Marksman,Assassin];[0,0,0,0]
12;Alistar;the Minotaur;Alistar.png;Always a mighty warrior with a fearsome reputation, Alistar seeks revenge for the death of his clan at the hands of the Noxian empire. Though he was enslaved and forced into the life of a gladiator, his unbreakable will was what kept him from truly...;[Tank,Support];[6,9,5,7]
799;Ambessa;Matriarch of War;Ambessa.png;All who know the name Medarda respect and fear the family's leader, Ambessa. As a Noxian general, she embodies a deadly combination of ruthless strength and fearless resolve in battle. Her role as matriarch is no different, requiring great cunning to...;[Fighter,Assassin];[9,2,0,10]
32;Amumu;the Sad Mummy;Amumu.png;Legend claims that Amumu is a lonely and melancholy soul from ancient Shurima, roaming the world in search of a friend. Doomed by an ancient curse to remain alone forever, his touch is death, his affection ruin. Those who claim to have seen him describe...;[Tank,Support];[2,6,8,3]
34;Anivia;the Cryophoenix;Anivia.png;Anivia is a benevolent winged spirit who endures endless cycles of life, death, and rebirth to protect the Freljord. A demigod born of unforgiving ice and bitter winds, she wields those elemental powers to thwart any who dare disturb her homeland...;[Mage];[1,4,10,10]
1;Annie;the Dark Child;Annie.png;Dangerous, yet disarmingly precocious, Annie is a child mage with immense pyromantic power. Even in the shadows of the mountains north of Noxus, she is a magical outlier. Her natural affinity for fire manifested early in life through unpredictable...;[Mage,Support];[2,3,10,6]
523;Aphelios;the Weapon of the Faithful;Aphelios.png;Emerging from moonlight's shadow with weapons drawn, Aphelios kills the enemies of his faith in brooding silence—speaking only through the certainty of his aim, and the firing of each gun. Though fueled by a poison that renders him mute, he is guided by...;[Marksman];[6,2,1,10]
22;Ashe;the Frost Archer;Ashe.png;Iceborn warmother of the Avarosan tribe, Ashe commands the most populous horde in the north. Stoic, intelligent, and idealistic, yet uncomfortable with her role as leader, she taps into the ancestral magics of her lineage to wield a bow of True Ice...;[Marksman,Support];[7,3,2,4]
136;Aurelion Sol;The Star Forger;AurelionSol.png;Aurelion Sol once graced the vast emptiness of the cosmos with celestial wonders of his own devising. Now, he is forced to wield his awesome power at the behest of a space-faring empire that tricked him into servitude. Desiring a return to his...;[Mage];[2,3,8,7]
893;Aurora;the Witch Between Worlds;Aurora.png;From the moment she was born, Aurora navigated life with a unique ability to move between the spirit and material realms. Determined to learn more about the spirit realm's inhabitants, she left her home to further her research and happened upon a...;[Mage,Assassin];[3,4,8,5]
268;Azir;the Emperor of the Sands;Azir.png;Azir was a mortal emperor of Shurima in a far distant age, a proud man who stood at the cusp of immortality. His hubris saw him betrayed and murdered at the moment of his greatest triumph, but now, millennia later, he has been reborn as an Ascended...;[Mage,Marksman];[6,3,8,9]
432;Bard;the Wandering Caretaker;Bard.png;A traveler from beyond the stars, Bard is an agent of serendipity who fights to maintain a balance where life can endure the indifference of chaos. Many Runeterrans sing songs that ponder his extraordinary nature, yet they all agree that the cosmic...;[Support,Mage];[4,4,5,9]
200;Bel'Veth;the Empress of the Void;Belveth.png;A nightmarish empress created from the raw material of an entire devoured city, Bel'Veth is the end of Runeterra itself... and the beginning of a monstrous reality of her own design. Driven by epochs of repurposed history, knowledge, and memories from...;[Fighter];[4,2,7,10]
53;Blitzcrank;the Great Steam Golem;Blitzcrank.png;Blitzcrank is an enormous, near-indestructible automaton from Zaun, originally built to dispose of hazardous waste. However, he found this primary purpose too restricting, and modified his own form to better serve the fragile people of the Sump...;[Tank,Support];[4,8,5,4]
63;Brand;the Burning Vengeance;Brand.png;Once a tribesman of the icy Freljord named Kegan Rodhe, the creature known as Brand is a lesson in the temptation of greater power. Seeking one of the legendary World Runes, Kegan betrayed his companions and seized it for himself—and, in an instant, the...;[Mage,Support];[2,2,9,4]
201;Braum;the Heart of the Freljord;Braum.png;Blessed with massive biceps and an even bigger heart, Braum is a beloved hero of the Freljord. Every mead hall north of Frostheld toasts his legendary strength, said to have felled a forest of oaks in a single night, and punched an entire mountain into...;[Tank,Support];[3,9,4,3]
233;Briar;the Restrained Hunger;Briar.png;A failed experiment by the Black Rose, Briar's uncontrollable bloodlust required a special pillory to focus her frenzied mind. After years of confinement, this living weapon broke free from her restraints and unleashed herself into the world. Now she's...;[Fighter,Assassin];[9,5,3,3]
51;Caitlyn;the Sheriff of Piltover;Caitlyn.png;Renowned as its finest peacekeeper, Caitlyn is also Piltover's best shot at ridding the city of its elusive criminal elements. She is often paired with Vi, acting as a cool counterpoint to her partner's more impetuous nature. Even though she carries a...;[Marksman];[8,2,2,6]
164;Camille;the Steel Shadow;Camille.png;Weaponized to operate outside the boundaries of the law, Camille is the Principal Intelligencer of Clan Ferros—an elegant and elite agent who ensures the Piltover machine and its Zaunite underbelly runs smoothly. Adaptable and precise, she views sloppy...;[Fighter,Assassin];[8,6,3,4]
69;Cassiopeia;the Serpent's Embrace;Cassiopeia.png;Cassiopeia is a deadly creature bent on manipulating others to her sinister will. Youngest and most beautiful daughter of the noble Du Couteau family of Noxus, she ventured deep into the crypts beneath Shurima in search of ancient power. There, she was...;[Mage];[2,3,9,10]
31;Cho'Gath;the Terror of the Void;Chogath.png;From the moment Cho'Gath first emerged into the harsh light of Runeterra's sun, the beast was driven by the most pure and insatiable hunger. A perfect expression of the Void's desire to consume all life, Cho'Gath's complex biology quickly converts...;[Tank,Mage];[3,7,7,5]
42;Corki;the Daring Bombardier;Corki.png;The yordle pilot Corki loves two things above all others: flying, and his glamorous mustache... though not necessarily in that order. After leaving Bandle City, he settled in Piltover and fell in love with the wondrous machines he found there. He...;[Marksman,Mage];[8,3,6,6]
122;Darius;the Hand of Noxus;Darius.png;There is no greater symbol of Noxian might than Darius, the nation's most feared and battle-hardened commander. Rising from humble origins to become the Hand of Noxus, he cleaves through the empire's enemies—many of them Noxians themselves. Knowing that...;[Fighter,Tank];[9,5,1,2]
131;Diana;Scorn of the Moon;Diana.png;Bearing her crescent moonblade, Diana fights as a warrior of the Lunari—a faith all but quashed in the lands around Mount Targon. Clad in shimmering armor the color of winter snow at night, she is a living embodiment of the silver moon's power. Imbued...;[Fighter,Assassin];[7,6,8,4]
119;Draven;the Glorious Executioner;Draven.png;In Noxus, warriors known as Reckoners face one another in arenas where blood is spilled and strength tested—but none has ever been as celebrated as Draven. A former soldier, he found that the crowds uniquely appreciated his flair for the dramatic, and...;[Marksman];[9,3,1,8]
36;Dr. Mundo;the Madman of Zaun;DrMundo.png;Utterly mad, tragically homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. Now a self-proclaimed physician, he was once a patient of Zaun's most infamous asylum. After "curing" the...;[Tank,Fighter];[5,7,6,5]
245;Ekko;the Boy Who Shattered Time;Ekko.png;A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...;[Assassin,Mage];[5,3,7,8]
60;Elise;the Spider Queen;Elise.png;Elise is a deadly predator who dwells in a shuttered, lightless palace, deep within the oldest city of Noxus. Once mortal, she was the mistress of a powerful house, but the bite of a vile demigod transformed her into something beautiful, yet utterly...;[Assassin,Mage];[6,5,7,9]
28;Evelynn;Agony's Embrace;Evelynn.png;Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim...;[Assassin,Mage];[4,2,7,10]
81;Ezreal;the Prodigal Explorer;Ezreal.png;A dashing adventurer, unknowingly gifted in the magical arts, Ezreal raids long-lost catacombs, tangles with ancient curses, and overcomes seemingly impossible odds with ease. His courage and bravado knowing no bounds, he prefers to improvise his way...;[Marksman,Mage];[7,2,6,7]
9;Fiddlesticks;the Ancient Fear;Fiddlesticks.png;Something has awoken in Runeterra. Something ancient. Something terrible. The ageless horror known as Fiddlesticks stalks the edges of mortal society, drawn to areas thick with paranoia where it feeds upon terrorized victims. Wielding a jagged scythe...;[Mage,Support];[2,3,9,9]
114;Fiora;the Grand Duelist;Fiora.png;The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...;[Fighter,Assassin];[10,4,2,3]
105;Fizz;the Tidal Trickster;Fizz.png;Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...;[Assassin,Fighter];[6,4,7,6]
3;Galio;the Colossus;Galio.png;Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the...;[Tank,Mage];[1,10,6,5]
41;Gangplank;the Saltwater Scourge;Gangplank.png;As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see...;[Fighter];[7,6,4,9]
86;Garen;The Might of Demacia;Garen.png;A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its...;[Fighter,Tank];[7,7,1,5]
150;Gnar;the Missing Link;Gnar.png;Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed...;[Fighter,Tank];[6,5,5,8]
79;Gragas;the Rabble Rouser;Gragas.png;Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...;[Fighter,Mage];[4,7,6,5]
104;Graves;the Outlaw;Graves.png;Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...;[Marksman];[8,5,3,3]
887;Gwen;The Hallowed Seamstress;Gwen.png;A former doll transformed and brought to life by magic, Gwen wields the very tools that once created her. She carries the weight of her maker's love with every step, taking nothing for granted. At her command is the Hallowed Mist, an ancient and...;[Fighter];[7,4,5,5]
120;Hecarim;the Shadow of War;Hecarim.png;Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...;[Fighter,Tank];[8,6,4,6]
74;Heimerdinger;the Revered Inventor;Heimerdinger.png;A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...;[Mage,Support];[2,6,8,8]
910;Hwei;the Visionary;Hwei.png;Hwei is a brooding painter who creates brilliant art in order to confront Ionia's criminals and comfort their victims. Beneath his melancholy roils a torn, emotional mind—haunted by both the vibrant visions of his imagination and the gruesome memories...;[Mage,Support];[7,1,8,9]
420;Illaoi;the Kraken Priestess;Illaoi.png;Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer...;[Fighter,Tank];[8,6,3,4]
39;Irelia;the Blade Dancer;Irelia.png;The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...;[Fighter,Assassin];[7,4,5,5]
427;Ivern;the Green Father;Ivern.png;Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...;[Support,Mage];[3,5,7,7]
40;Janna;the Storm's Fury;Janna.png;Armed with the power of Runeterra's gales, Janna is a mysterious, elemental wind spirit who protects the dispossessed of Zaun. Some believe she was brought into existence by the pleas of Runeterra's sailors who prayed for fair winds as they navigated...;[Support,Mage];[3,5,7,7]
59;Jarvan IV;the Exemplar of Demacia;JarvanIV.png;Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...;[Fighter,Tank];[6,8,3,5]
24;Jax;Grandmaster at Arms;Jax.png;Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...;[Fighter];[7,5,7,5]
126;Jayce;the Defender of Tomorrow;Jayce.png;Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...;[Marksman,Fighter];[8,4,3,7]
